date,oil_volume,volume_of_liquid,gas_volume,water_volume,water_cut_,working_hours,dynamic_level,reservoir_pressure,unnamed:_9,unnamed:_10,oil_volume_tonn
2022-04-11,14,57,3737,43,75,24,1872,139,,,12.6
2022-04-12,14,57,3737,43,75,24,1872,139,,,12.6
2022-04-13,15,57,4035,42,73,24,1872,139,,,13.5
2022-04-14,14,53,3733,39,73,22,1872,139,,,12.6
2022-04-15,15,57,4035,42,73,24,1872,139,,,13.5
2022-04-16,15,57,4035,42,73,24,1872,139,,,13.5
2022-04-17,15,57,4019,42,73,24,1872,139,,,13.5
2022-04-18,15,57,4035,42,73,24,1872,139,,,13.5
2022-04-19,15,57,4035,42,73,24,1872,139,,,13.5
2022-04-20,16,59,4163,43,73,24,1872,139,,,14.4
2022-04-21,16,59,4184,43,73,24,1872,139,,,14.4
2022-04-22,16,59,4184,43,73,24,1872,139,,,14.4
2022-04-23,17,64,4518,47,73,24,1872,139,,,15.3
2022-04-24,17,64,4518,47,73,24,1872,139,,,15.3
2022-04-25,17,64,4518,47,73,24,1872,139,,,15.3
2022-04-26,17,64,4518,47,73,24,1872,139,,,15.3
2022-04-27,16,64,4350,48,74,24,1872,139,,,14.4
2022-04-28,14,57,3879,42,74,21,1872,139,,,12.6
2022-04-29,16,62,4200,46,74,24,1872,139,,,14.4
2022-04-30,14,57,3866,42,74,24,1872,139,,,12.6
2022-05-01,14,57,3866,42,74,24,1872,139,,,12.6
2022-05-02,13,52,3527,39,74,22,1872,139,,,11.7
2022-05-03,15,57,4057,42,73,24,1872,138,,,13.5
2022-05-04,16,62,4418,46,73,24,1872,138,,,14.4
2022-05-05,16,62,4418,46,73,24,1872,138,,,14.4
2022-05-06,16,62,4418,46,73,24,1872,138,,,14.4
2022-05-07,14,54,3823,40,73,22,1872,138,,,12.6
2022-05-08,16,59,4170,43,73,24,1872,138,,,14.4
2022-05-09,16,59,4170,43,73,24,1872,138,,,14.4
2022-05-10,16,59,4170,43,73,24,1872,138,,,14.4
2022-05-11,14,58,3835,44,75,24,1872,138,,,12.6
2022-05-12,14,56,3697,43,75,24,1872,138,,,12.6
2022-05-13,14,56,3697,43,75,24,1872,138,,,12.6
2022-05-14,14,58,3776,43,75,24,1872,138,,,12.6
2022-05-15,14,58,3776,43,75,24,1872,138,,,12.6
2022-05-16,13,52,3421,39,75,24,1872,138,,,11.7
2022-05-17,13,52,3421,39,75,24,1872,138,,,11.7
2022-05-18,13,52,3421,39,75,24,1872,138,,,11.7
2022-05-19,13,52,3421,39,75,24,1872,138,,,11.7
2022-05-20,13,52,3441,40,75,24,1872,138,,,11.7
2022-05-21,12,52,3303,40,76,24,1872,138,,,10.8
2022-05-22,12,52,3303,40,76,24,1872,138,,,10.8
2022-05-23,12,52,3303,40,76,24,1872,138,,,10.8
2022-05-24,12,52,3303,40,76,24,1872,138,,,10.8
2022-05-25,14,58,3656,44,76,24,1872,138,,,12.6
2022-05-26,14,58,3656,44,76,24,1872,138,,,12.6
2022-05-27,13,56,3535,43,76,23,1872,138,,,11.7
2022-05-28,14,58,3656,44,76,24,1872,138,,,12.6
2022-05-29,14,58,3656,44,76,24,1872,137,,,12.6
2022-05-30,13,55,3458,42,76,23,1872,137,,,11.7
2022-05-31,14,58,3656,44,76,24,1872,137,,,12.6
2022-06-01,14,58,3656,44,76,24,1872,137,,,12.6
2022-06-02,14,58,3656,44,76,24,1872,137,,,12.6
2022-06-03,14,58,3656,44,76,24,1872,137,,,12.6
2022-06-04,12,58,3352,46,78,24,1872,137,,,10.8
2022-06-05,12,58,3352,46,78,24,1872,137,,,10.8
2022-06-06,12,58,3352,46,78,24,1872,137,,,10.8
2022-06-07,12,58,3352,46,78,24,1872,137,,,10.8
2022-06-08,11,53,2906,42,79,22,1872,137,,,9.9
2022-06-09,12,58,3199,46,79,24,1872,137,,,10.8
2022-06-10,12,58,3199,46,79,24,1872,137,,,10.8
2022-06-11,12,58,3199,46,79,24,1872,137,,,10.8
2022-06-12,11,54,2999,43,79,23,1872,137,,,9.9
2022-06-13,12,58,3199,46,79,24,1872,137,,,10.8
2022-06-14,12,58,3199,46,79,24,1872,137,,,10.8
2022-06-15,12,60,3310,48,79,24,1872,137,,,10.8
2022-06-16,12,60,3152,48,80,24,1872,137,,,10.8
2022-06-17,11,58,3021,46,80,23,1872,137,,,9.9
2022-06-18,11,56,2916,45,80,22,1872,137,,,9.9
2022-06-19,12,60,3139,48,80,24,1872,137,,,10.8
2022-06-20,12,60,3152,48,80,24,1872,137,,,10.8
2022-06-21,12,60,3152,48,80,24,1877,137,,,10.8
2022-06-22,13,59,3392,46,78,24,1880,137,,,11.7
2022-06-23,13,59,3546,45,77,24,1886,136,,,11.7
2022-06-24,12,51,3103,40,77,21,1887,136,,,10.8
2022-06-25,13,59,3546,45,77,24,1866,136,,,11.7
2022-06-26,13,59,3546,45,77,24,1871,136,,,11.7
2022-06-27,13,59,3546,45,77,24,1875,136,,,11.7
2022-06-28,13,59,3392,46,78,24,1876,136,,,11.7
2022-06-29,13,59,3392,46,78,24,1880,136,,,11.7
2022-06-30,12,57,3279,45,78,23,1882,136,,,10.8
2022-07-01,13,59,3392,46,78,24,1885,136,,,11.7
2022-07-02,13,59,3392,46,78,24,1873,136,,,11.7
2022-07-03,11,52,3011,41,78,21,1873,136,,,9.9
2022-07-04,13,59,3392,46,78,24,1873,136,,,11.7
2022-07-05,13,59,3392,46,78,24,1877,136,,,11.7
2022-07-06,13,59,3392,46,78,24,1878,136,,,11.7
2022-07-07,13,59,3392,46,78,24,1874,136,,,11.7
2022-07-08,13,59,3392,46,78,24,1875,136,,,11.7
2022-07-09,13,59,3392,46,78,24,1880,136,,,11.7
2022-07-10,12,59,3238,47,79,24,1880,136,,,10.8
2022-07-11,12,59,3238,47,79,24,1880,136,,,10.8
2022-07-12,12,59,3238,47,79,24,1872,136,,,10.8
2022-07-13,12,59,3238,47,79,24,1872,136,,,10.8
2022-07-14,12,59,3238,47,79,24,1871,136,,,10.8
2022-07-15,12,59,3238,47,79,24,1871,136,,,10.8
2022-07-16,11,59,3084,47,80,24,1847,136,,,9.9
2022-07-17,10,49,2596,40,80,20,1847,136,,,9.0
2022-07-18,12,61,3184,49,80,24,1866,136,,,10.8
2022-07-19,12,61,3184,49,80,24,1866,135,,,10.8
2022-07-20,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-21,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-22,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-23,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-24,12,59,3227,46,79,24,1866,135,,,10.8
2022-07-25,12,59,3227,46,79,24,1866,135,,,10.8
2022-07-26,12,59,3227,46,79,24,1866,135,,,10.8
2022-07-27,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-28,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-29,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-30,13,59,3381,46,78,24,1866,135,,,11.7
2022-07-31,13,59,3381,46,78,24,1866,135,,,11.7
2022-08-01,13,59,3381,46,78,24,1866,135,,,11.7
2022-08-02,13,59,3381,46,78,24,1866,135,,,11.7
2022-08-03,13,59,3381,46,78,24,1866,135,,,11.7
2022-08-04,12,60,3152,48,80,24,1866,135,,,10.8
2022-08-05,12,60,3152,48,80,24,1866,135,,,10.8
2022-08-06,12,60,3152,48,80,24,1866,135,,,10.8
2022-08-07,12,60,3152,48,80,24,1866,135,,,10.8
2022-08-08,12,60,3152,48,80,24,1866,135,,,10.8
2022-08-09,12,60,3152,48,80,24,1866,135,,,10.8
2022-08-10,12,60,3310,48,79,24,1866,135,,,10.8
2022-08-11,12,60,3310,48,79,24,1866,135,,,10.8
2022-08-12,12,60,3310,48,79,24,1866,135,,,10.8
2022-08-13,12,60,3310,48,79,24,1866,135,,,10.8
2022-08-14,12,60,3310,48,79,24,1866,134,,,10.8
2022-08-15,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-16,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-17,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-18,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-19,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-20,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-21,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-22,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-23,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-24,13,60,3467,47,78,24,1866,134,,,11.7
2022-08-25,12,57,3294,45,78,24,1866,134,,,10.8
2022-08-26,12,57,3294,45,78,24,1866,134,,,10.8
2022-08-27,12,57,3294,45,78,24,1868,134,,,10.8
2022-08-28,10,48,2782,38,78,22,1873,134,,,9.0
2022-08-29,12,53,3202,41,77,24,1873,134,,,10.8
2022-08-30,12,53,3202,41,77,24,1873,134,,,10.8
2022-08-31,12,53,3202,41,77,24,1873,134,,,10.8
2022-09-01,12,53,3202,41,77,24,1873,134,,,10.8
2022-09-02,12,53,3202,41,77,24,1887,134,,,10.8
2022-09-03,12,52,3129,40,77,24,1890,134,,,10.8
2022-09-04,12,53,3202,41,77,24,1890,134,,,10.8
2022-09-05,12,53,3202,41,77,24,1890,134,,,10.8
2022-09-06,13,54,3546,41,75,24,1893,134,,,11.7
2022-09-07,13,54,3546,41,75,24,1893,134,,,11.7
2022-09-08,13,54,3546,41,75,24,1893,134,,,11.7
2022-09-09,13,54,3546,41,75,24,1891,133,,,11.7
2022-09-10,13,54,3546,41,75,24,1891,133,,,11.7
2022-09-11,13,54,3546,41,75,24,1892,133,,,11.7
2022-09-12,13,54,3546,41,75,24,1892,133,,,11.7
2022-09-13,13,54,3546,41,75,24,1892,133,,,11.7
2022-09-14,14,54,3688,40,74,24,1892,133,,,12.6
2022-09-15,14,54,3688,40,74,24,1892,133,,,12.6
2022-09-16,14,54,3688,40,74,24,1892,133,,,12.6
2022-09-17,14,54,3688,40,74,24,1899,133,,,12.6
2022-09-18,14,54,3688,40,74,24,1899,133,,,12.6
2022-09-19,14,55,3736,41,74,24,1887,133,,,12.6
2022-09-20,9,36,2476,27,74,15,1887,133,,,8.1
2022-09-21,15,58,3988,44,74,24,1887,133,,,13.5
2022-09-22,15,58,3988,44,74,24,1881,133,,,13.5
2022-09-23,16,62,4241,46,74,24,1886,133,,,14.4
2022-09-24,16,63,4289,47,74,24,1881,133,,,14.4
2022-09-25,16,63,4289,47,74,24,1881,133,,,14.4
2022-09-26,16,63,4289,47,74,24,1881,133,,,14.4
2022-09-27,14,55,3739,41,74,22,1886,133,,,12.6
2022-09-28,14,56,3818,42,74,24,1890,133,,,12.6
2022-09-29,14,56,3818,42,74,24,1891,133,,,12.6
2022-09-30,14,56,3818,42,74,24,1889,133,,,12.6
2022-10-01,14,56,3818,42,74,24,1891,133,,,12.6
2022-10-02,13,54,3572,41,75,24,1889,133,,,11.7
2022-10-03,14,57,3743,43,75,24,1890,133,,,12.6
2022-10-04,14,57,3743,43,75,24,1886,133,,,12.6
2022-10-05,14,57,3743,43,75,24,1886,132,,,12.6
2022-10-06,14,57,3743,43,75,24,1893,132,,,12.6
2022-10-07,14,57,3893,43,74,24,1893,132,,,12.6
2022-10-08,14,57,3893,43,74,24,1893,132,,,12.6
2022-10-09,14,57,3893,43,74,24,1891,132,,,12.6
2022-10-10,14,57,3893,43,74,24,1890,132,,,12.6
2022-10-11,14,57,3893,43,74,24,1890,132,,,12.6
2022-10-12,14,55,3743,41,74,24,1890,132,,,12.6
2022-10-13,14,55,3743,41,74,24,1890,132,,,12.6
2022-10-14,14,55,3743,41,74,24,1897,132,,,12.6
2022-10-15,14,59,3848,44,75,24,1891,132,,,12.6
2022-10-16,14,56,3704,43,75,23,1883,132,,,12.6
2022-10-17,14,59,3848,44,75,24,1882,132,,,12.6
2022-10-18,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-19,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-20,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-21,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-22,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-23,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-24,14,57,3717,43,75,24,1883,132,,,12.6
2022-10-25,14,57,3866,42,74,24,1883,132,,,12.6
2022-10-26,13,57,3568,43,76,24,1883,132,,,11.7
2022-10-27,13,57,3419,44,77,24,1883,132,,,11.7
2022-10-28,13,57,3419,44,77,24,1883,132,,,11.7
2022-10-29,13,57,3419,44,77,24,1883,132,,,11.7
2022-10-30,13,57,3419,44,77,24,1883,131,,,11.7
2022-10-31,13,57,3419,44,77,24,1883,131,,,11.7
2022-11-01,13,57,3419,44,77,24,1883,131,,,11.7
2022-11-02,9,57,2527,47,83,24,1883,131,,,8.1
2022-11-03,9,57,2527,47,83,24,1883,131,,,8.1
2022-11-04,15,57,4163,41,72,24,1883,131,,,13.5
2022-11-05,15,57,4163,41,72,24,1883,131,,,13.5
2022-11-06,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-07,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-08,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-09,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-10,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-11,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-12,15,54,3979,39,72,24,1883,131,,,13.5
2022-11-13,14,54,3695,40,74,24,1883,131,,,12.6
2022-11-14,14,54,3695,40,74,24,1883,131,,,12.6
2022-11-15,14,54,3837,40,73,24,1883,131,,,12.6
2022-11-16,14,54,3837,40,73,24,1883,131,,,12.6
2022-11-17,12,46,3229,34,73,20,1883,131,,,10.8
2022-11-18,14,54,3837,40,73,24,1883,131,,,12.6
2022-11-19,13,48,3389,35,73,21,1883,131,,,11.7
2022-11-20,15,56,3979,41,73,24,1876,131,,,13.5
2022-11-21,15,56,3979,41,73,24,1876,131,,,13.5
2022-11-22,15,56,3979,41,73,24,1870,131,,,13.5
2022-11-23,15,56,3979,41,73,24,1874,131,,,13.5
2022-11-24,15,56,3979,41,73,24,1874,131,,,13.5
2022-11-25,15,56,3979,41,73,24,1876,130,,,13.5
2022-11-26,14,52,3664,38,73,22,1876,130,,,12.6
2022-11-27,15,56,3979,41,73,24,1876,130,,,13.5
2022-11-28,13,56,3537,43,76,24,1873,130,,,11.7
2022-11-29,13,56,3537,43,76,24,1872,130,,,11.7
2022-11-30,13,56,3537,43,76,24,1872,130,,,11.7
2022-12-01,13,56,3537,43,76,24,1872,130,,,11.7
2022-12-02,13,56,3537,43,76,24,1872,130,,,11.7
2022-12-03,13,56,3537,43,76,24,1874,130,,,11.7
2022-12-04,13,56,3537,43,76,24,1874,130,,,11.7
2022-12-05,14,56,3684,42,75,24,1874,130,,,12.6
2022-12-06,14,56,3684,42,75,24,1874,130,,,12.6
2022-12-07,14,56,3684,42,75,24,1874,130,,,12.6
2022-12-08,13,56,3389,43,77,24,2073,130,,,11.7
2022-12-09,13,56,3389,43,77,24,2073,130,,,11.7
2022-12-10,11,51,3079,39,77,22,2008,130,,,9.9
2022-12-11,13,56,3389,43,77,24,2008,130,,,11.7
2022-12-12,13,56,3537,43,76,24,2008,130,,,11.7
2022-12-13,13,56,3537,43,76,24,2008,130,,,11.7
2022-12-14,11,45,2859,35,76,19,2008,130,,,9.9
2022-12-15,13,56,3537,43,76,24,2008,130,,,11.7
2022-12-16,14,56,3684,42,75,24,2008,130,,,12.6
2022-12-17,14,56,3684,42,75,24,2008,130,,,12.6
2022-12-18,14,56,3684,42,75,24,2008,130,,,12.6
2022-12-19,14,56,3684,42,75,24,1978,130,,,12.6
2022-12-20,14,56,3684,42,75,24,1931,130,,,12.6
2022-12-21,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-22,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-23,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-24,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-25,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-26,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-27,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-28,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-29,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-30,14,56,3684,42,75,24,1931,129,,,12.6
2022-12-31,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-01,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-02,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-03,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-04,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-05,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-06,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-07,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-08,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-09,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-10,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-11,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-12,14,56,3684,42,75,24,1931,129,,,12.6
2023-01-13,11,72,3043,61,84,24,1927,129,,,9.9
2023-01-14,15,67,4024,52,77,24,1949,129,,,13.5
2023-01-15,14,64,3867,50,77,24,1973,129,,,12.6
2023-01-16,14,64,3867,50,77,24,1984,128,,,12.6
2023-01-17,14,64,3867,50,77,24,1996,128,,,12.6
2023-01-18,14,64,3867,50,77,24,1996,128,,,12.6
2023-01-19,14,64,3867,50,77,24,1996,128,,,12.6
2023-01-20,14,64,3867,50,77,24,2020,128,,,12.6
2023-01-21,14,64,3867,50,77,24,2020,128,,,12.6
2023-01-22,14,64,3867,50,77,24,2032,128,,,12.6
2023-01-23,15,64,4035,49,76,24,2032,128,,,13.5
2023-01-24,15,64,4035,49,76,24,2032,128,,,13.5
2023-01-25,15,64,4035,49,76,24,2032,128,,,13.5
2023-01-26,15,64,4035,49,76,24,2032,128,,,13.5
2023-01-27,16,64,4203,48,75,24,2032,128,,,14.4
2023-01-28,15,63,4133,48,75,24,2087,128,,,13.5
2023-01-29,16,64,4203,48,75,24,2087,128,,,14.4
2023-01-30,16,64,4203,48,75,24,2087,128,,,14.4
2023-01-31,14,58,3800,44,75,22,2087,128,,,12.6
2023-02-01,14,58,3818,44,75,22,2087,128,,,12.6
2023-02-02,16,64,4203,48,75,24,2087,128,,,14.4
2023-02-03,16,64,4203,48,75,24,2087,128,,,14.4
2023-02-04,16,64,4203,48,75,24,2086,128,,,14.4
2023-02-05,14,58,3800,44,75,22,2086,128,,,12.6
2023-02-06,14,58,3800,44,75,22,2086,128,,,12.6
2023-02-07,16,64,4203,48,75,24,2086,128,,,14.4
2023-02-08,13,52,3397,39,75,19,2086,128,,,11.7
2023-02-09,14,56,3695,43,75,21,2086,128,,,12.6
2023-02-10,14,57,3730,43,75,21,2086,128,,,12.6
2023-02-11,15,57,3916,43,74,22,2086,127,,,13.5
2023-02-12,16,64,4371,48,74,24,2086,127,,,14.4
2023-02-13,16,64,4371,48,74,24,2086,127,,,14.4
2023-02-14,16,64,4371,48,74,24,2110,127,,,14.4
2023-02-15,15,59,4043,44,74,22,2110,127,,,13.5
2023-02-16,16,64,4371,48,74,24,2110,127,,,14.4
2023-02-17,15,60,4079,45,74,22,2110,127,,,13.5
2023-02-18,13,55,3463,42,76,21,2110,127,,,11.7
2023-02-19,15,64,4035,49,76,24,2110,127,,,13.5
2023-02-20,15,64,4035,49,76,24,2110,127,,,13.5
2023-02-21,13,57,3567,43,76,22,2110,127,,,11.7
2023-02-22,13,56,3534,43,76,22,2110,127,,,11.7
2023-02-23,13,62,3583,49,78,24,2110,127,,,11.7
2023-02-24,13,62,3583,49,78,24,2110,127,,,11.7
2023-02-25,12,56,3225,44,78,22,2110,127,,,10.8
2023-02-26,11,51,2956,40,78,20,2110,127,,,9.9
2023-02-27,12,58,3344,45,78,22,2110,127,,,10.8
2023-02-28,13,62,3583,49,78,24,2110,127,,,11.7
2023-03-01,13,62,3583,49,78,24,2110,127,,,11.7
2023-03-02,12,56,3225,44,78,22,2110,127,,,10.8
2023-03-03,12,56,3225,44,78,22,2110,127,,,10.8
2023-03-04,12,56,3210,44,78,22,2110,127,,,10.8
2023-03-05,12,55,3165,43,78,21,2110,127,,,10.8
2023-03-06,11,54,2823,43,80,21,2110,127,,,9.9
2023-03-07,11,57,3013,46,80,22,2110,127,,,9.9
2023-03-08,11,57,2999,46,80,22,2110,126,,,9.9
2023-03-09,11,57,2986,46,80,22,2110,126,,,9.9
2023-03-10,11,58,3040,47,80,22,2110,126,,,9.9
2023-03-11,11,56,2918,45,80,22,2086,126,,,9.9
2023-03-12,11,54,2836,43,80,21,2086,126,,,9.9
2023-03-13,10,52,2741,42,80,20,2086,126,,,9.0
2023-03-14,9,47,2456,38,80,18,2086,126,,,8.1
2023-03-15,11,54,2823,43,80,21,2086,126,,,9.9
2023-03-16,11,54,2850,44,80,21,2063,126,,,9.9
2023-03-17,12,62,3257,50,80,24,2086,126,,,10.8
2023-03-18,12,62,3257,50,80,24,2086,126,,,10.8
2023-03-19,12,62,3257,50,80,24,2098,126,,,10.8
2023-03-20,12,62,3257,50,80,24,2098,126,,,10.8
2023-03-21,12,62,3257,50,80,24,2110,126,,,10.8
2023-03-22,13,62,3583,49,78,24,2110,126,,,11.7
2023-03-23,13,62,3583,49,78,24,2110,126,,,11.7
2023-03-24,13,62,3583,49,78,24,2110,126,,,11.7
2023-03-25,13,62,3583,49,78,24,2110,126,,,11.7
2023-03-26,12,56,3210,44,78,22,2110,126,,,10.8
2023-03-27,13,62,3583,49,78,24,2110,126,,,11.7
2023-03-28,14,59,3713,45,76,23,2110,126,,,12.6
2023-03-29,15,62,3909,47,76,24,2110,126,,,13.5
2023-03-30,13,57,3615,44,76,22,2110,126,,,11.7
2023-03-31,13,62,3420,49,79,24,2110,126,,,11.7
2023-04-01,13,62,3420,49,79,24,2110,126,,,11.7
2023-04-02,13,62,3420,49,79,24,2110,126,,,11.7
2023-04-03,12,57,3135,45,79,22,2110,125,,,10.8
2023-04-04,12,56,3107,45,79,22,2110,125,,,10.8
2023-04-05,13,62,3420,49,79,24,2110,125,,,11.7
2023-04-06,12,57,3135,45,79,22,2110,125,,,10.8
2023-04-07,11,53,3075,42,78,21,2086,125,,,9.9
2023-04-08,9,44,2523,34,78,17,2086,125,,,8.1
2023-04-09,13,62,3583,49,78,24,2086,125,,,11.7
2023-04-10,12,58,3329,45,78,22,2086,125,,,10.8
2023-04-11,14,56,3698,43,75,22,2086,125,,,12.6
2023-04-12,15,62,4071,47,75,24,2086,125,,,13.5
2023-04-13,15,62,4071,47,75,24,2086,125,,,13.5
2023-04-14,15,62,4071,47,75,24,2122,125,,,13.5
2023-04-15,14,57,3732,43,75,22,2122,125,,,12.6
2023-04-16,14,57,3732,43,75,22,2122,125,,,12.6
2023-04-17,13,54,3529,41,75,21,2122,125,,,11.7
2023-04-18,14,58,3817,44,75,23,2122,125,,,12.6
2023-04-19,14,57,3749,43,75,22,2122,125,,,12.6
2023-04-20,15,57,3899,43,74,22,2122,125,,,13.5
2023-04-21,13,52,3564,39,74,20,2122,125,,,11.7
2023-04-22,14,57,3881,42,74,22,2122,125,,,12.6
2023-04-23,14,57,3881,42,74,22,2122,125,,,12.6
2023-04-24,13,51,3511,38,74,20,2122,125,,,11.7
2023-04-25,12,48,3302,36,74,22,2122,125,,,10.8
2023-04-26,13,50,3428,37,74,21,2122,125,,,11.7
2023-04-27,15,58,3975,43,74,24,2122,125,,,13.5
2023-04-28,12,53,3333,40,76,22,2122,125,,,10.8
2023-04-29,11,47,2935,36,76,19,2122,124,,,9.9
2023-04-30,12,50,3172,39,76,22,2122,124,,,10.8
2023-05-01,13,54,3429,42,76,24,2122,124,,,11.7
2023-05-02,13,54,3429,42,76,24,2122,124,,,11.7
2023-05-03,13,54,3429,42,76,24,2122,124,,,11.7
2023-05-04,12,54,3144,43,78,24,2122,124,,,10.8
2023-05-05,11,49,2856,39,78,22,2122,124,,,9.9
2023-05-06,12,54,3144,43,78,24,2122,124,,,10.8
2023-05-07,9,42,2435,33,78,22,2122,124,,,8.1
2023-05-08,9,41,2384,32,78,22,2122,124,,,8.1
2023-05-09,10,45,2589,35,78,24,2122,124,,,9.0
2023-05-10,9,41,2368,32,78,22,2122,124,,,8.1
2023-05-11,10,45,2583,35,78,24,2134,124,,,9.0
2023-05-12,10,45,2583,35,78,24,2134,124,,,9.0
2023-05-13,10,45,2818,34,76,24,2134,124,,,9.0
2023-05-14,10,45,2818,34,76,24,2134,124,,,9.0
2023-05-15,10,45,2818,34,76,24,2134,124,,,9.0
2023-05-16,10,45,2818,34,76,24,2134,124,,,9.0
2023-05-17,8,34,2202,25,75,18,2134,124,,,7.2
2023-05-18,11,45,2935,34,75,24,2134,124,,,9.9
2023-05-19,11,45,2935,34,75,24,2134,124,,,9.9
2023-05-20,11,45,2935,34,75,24,2134,124,,,9.9
2023-05-21,8,34,2202,25,75,18,2134,124,,,7.2
2023-05-22,11,45,2935,34,75,24,2134,124,,,9.9
2023-05-23,8,34,2202,25,75,18,2134,124,,,7.2
2023-05-24,7,30,1945,22,75,16,2134,124,,,6.3
2023-05-25,11,45,2935,34,75,24,2134,123,,,9.9
2023-05-26,8,34,2202,25,75,18,2122,123,,,7.2
2023-05-27,11,45,2935,34,75,24,2122,123,,,9.9
2023-05-28,8,34,2250,26,75,18,2122,123,,,7.2
2023-05-29,11,45,2935,34,75,24,2122,123,,,9.9
2023-05-30,11,45,2935,34,75,24,2122,123,,,9.9
2023-05-31,9,35,2287,26,75,19,2122,123,,,8.1
2023-06-01,8,33,2189,25,75,18,2122,123,,,7.2
2023-06-02,8,34,2263,26,75,19,2122,123,,,7.2
2023-06-03,11,45,3053,33,74,24,2122,123,,,9.9
2023-06-04,11,45,3053,33,74,24,2122,123,,,9.9
2023-06-05,11,45,3053,33,74,24,2122,123,,,9.9
2023-06-06,11,45,3053,33,74,24,2122,123,,,9.9
2023-06-07,8,33,2183,25,75,20,2122,123,,,7.2
2023-06-08,10,40,2646,30,75,24,2122,123,,,9.0
2023-06-09,10,40,2646,30,75,24,2122,123,,,9.0
2023-06-10,10,39,2580,30,75,23,2122,123,,,9.0
2023-06-11,8,34,2260,26,75,21,2122,123,,,7.2
2023-06-12,9,40,2435,31,77,24,2134,123,,,8.1
2023-06-13,7,32,1927,25,77,19,2134,123,,,6.3
2023-06-14,9,40,2435,31,77,24,2134,123,,,8.1
2023-06-15,9,38,2296,29,77,19,2134,123,,,8.1
2023-06-16,11,48,2900,37,77,24,2134,123,,,9.9
2023-06-17,9,38,2495,29,75,19,2134,123,,,8.1
2023-06-18,12,48,3152,36,75,24,2134,123,,,10.8
2023-06-19,9,37,2456,28,75,19,2134,122,,,8.1
2023-06-20,9,39,2535,29,75,19,2134,122,,,8.1
2023-06-21,11,43,2824,32,75,22,2134,122,,,9.9
2023-06-22,9,36,2377,27,75,18,2134,122,,,8.1
2023-06-23,11,44,2918,34,75,23,2122,122,,,9.9
2023-06-24,8,32,2090,24,75,19,2122,122,,,7.2
2023-06-25,10,40,2627,30,75,24,2122,122,,,9.0
2023-06-26,9,37,2493,27,74,22,2122,122,,,8.1
2023-06-27,9,35,2402,26,74,21,2122,122,,,8.1
2023-06-28,8,32,2163,24,74,19,2122,122,,,7.2
2023-06-29,8,33,2231,24,74,20,2122,122,,,7.2
2023-06-30,10,40,2732,30,74,24,2122,122,,,9.0
2023-07-01,10,40,2732,30,74,24,2122,122,,,9.0
2023-07-02,8,32,2163,24,74,19,2122,122,,,7.2
2023-07-03,8,32,2163,24,74,19,2122,122,,,7.2
