date,oil_volume,volume_of_liquid,gas_volume,water_volume,water_cut_,working_hours,dynamic_level,reservoir_pressure,unnamed:_9,unnamed:_10,oil_volume_tonn
2024-09-25,9,33,2531,24,71,19,2122,104,,,8.1
2024-09-26,9,33,2479,23,71,19,2122,104,,,8.1
2024-09-27,7,24,1839,17,71,14,2122,104,,,6.3
2024-09-28,9,33,2492,23,71,19,2122,104,,,8.1
2024-09-29,9,33,2479,23,71,19,2122,104,,,8.1
2024-09-30,7,26,1996,19,71,15,2122,104,,,6.3
2024-10-01,9,30,2322,22,71,18,2122,104,,,8.1
2024-10-02,8,27,2022,19,71,16,2122,104,,,7.2
2024-10-03,9,33,2505,24,71,19,2122,104,,,8.1
2024-10-04,9,33,2308,24,73,19,2122,104,,,8.1
2024-10-05,7,26,1870,19,73,15,2122,104,,,6.3
2024-10-06,9,33,2308,24,73,19,2122,104,,,8.1
2024-10-07,8,29,2089,22,73,17,2122,104,,,7.2
2024-10-08,7,28,1984,21,73,16,2122,104,,,6.3
2024-10-09,9,33,2354,24,73,19,2122,104,,,8.1
2024-10-10,6,24,1725,18,73,14,2122,104,,,5.4
2024-10-11,9,33,2341,24,73,19,2122,104,,,8.1
2024-10-12,8,29,2070,21,73,17,2122,104,,,7.2
2024-10-13,8,29,2058,21,73,17,2122,104,,,7.2
2024-10-14,9,33,2366,25,73,19,2122,104,,,8.1
2024-10-15,8,30,2156,22,73,18,2122,104,,,7.2
2024-10-16,7,26,1861,19,73,15,2122,104,,,6.3
2024-10-17,7,27,1885,20,73,15,2122,104,,,6.3
2024-10-18,9,33,2366,25,73,19,2122,104,,,8.1
2024-10-19,9,33,2354,24,73,19,2122,104,,,8.1
2024-10-20,6,26,1621,20,76,15,2122,104,,,5.4
2024-10-21,8,34,2169,26,76,19,2122,103,,,7.2
2024-10-22,8,33,2067,25,76,18,2122,103,,,7.2
2024-10-23,8,36,2270,28,76,20,2122,103,,,7.2
2024-10-24,7,26,1762,19,74,14,2122,103,,,6.3
2024-10-25,9,35,2386,26,74,20,2122,103,,,8.1
2024-10-26,6,24,1664,18,74,14,2122,103,,,5.4
2024-10-27,8,30,2043,22,74,17,2122,103,,,7.2
2024-10-28,8,30,2019,22,74,17,2122,103,,,7.2
2024-10-29,9,34,2349,26,74,19,2122,103,,,8.1
2024-10-30,8,31,2092,23,74,17,2122,103,,,7.2
2024-10-31,7,29,2007,22,74,16,2122,103,,,6.3
2024-11-01,7,26,1750,19,74,14,2122,103,,,6.3
2024-11-02,7,26,1762,19,74,14,2122,103,,,6.3
2024-11-03,8,30,2080,23,74,17,2122,103,,,7.2
2024-11-04,8,30,2019,22,74,17,2122,103,,,7.2
2024-11-05,7,26,1762,19,74,14,2122,103,,,6.3
2024-11-06,4,17,1131,12,74,14,2122,103,,,3.6
2024-11-07,6,22,1519,17,74,19,2122,103,,,5.4
2024-11-08,4,16,1123,12,74,14,2122,103,,,3.6
2024-11-09,5,20,1369,15,74,17,2122,103,,,4.5
2024-11-10,5,19,1313,14,74,17,2122,103,,,4.5
2024-11-11,6,22,1511,16,74,19,2122,103,,,5.4
2024-11-12,6,22,1519,17,74,19,2122,103,,,5.4
2024-11-13,6,25,1717,19,74,22,2122,103,,,5.4
2024-11-14,6,25,1693,18,74,21,2122,103,,,5.4
2024-11-15,6,24,1661,18,74,21,2122,103,,,5.4
2024-11-16,6,25,1676,18,74,20,2122,102,,,5.4
2024-11-17,5,21,1429,16,74,17,2122,102,,,4.5
2024-11-18,6,24,1634,18,74,19,2122,102,,,5.4
2024-11-19,5,20,1344,15,74,16,2122,102,,,4.5
2024-11-20,6,22,1564,16,73,18,2122,102,,,5.4
2024-11-21,5,20,1423,15,73,16,2122,102,,,4.5
2024-11-22,8,29,2050,21,73,23,2122,102,,,7.2
2024-11-23,5,21,1476,15,73,17,2122,102,,,4.5
2024-11-24,6,21,1484,15,73,17,2122,102,,,5.4
2024-11-25,6,24,1696,18,73,19,2122,102,,,5.4
2024-11-26,5,18,1272,13,73,14,2122,102,,,4.5
2024-11-27,5,18,1264,13,73,14,2122,102,,,4.5
2024-11-28,6,24,1678,18,73,19,2110,102,,,5.4
2024-11-29,7,27,1871,20,73,21,2122,102,,,6.3
2024-11-30,5,19,1320,14,73,15,2134,102,,,4.5
2024-12-01,5,18,1305,13,72,14,2137,102,,,4.5
2024-12-02,5,19,1405,14,72,16,2113,102,,,4.5
2024-12-03,5,19,1246,15,75,15,2113,102,,,4.5
2024-12-04,5,19,1238,14,75,15,2113,102,,,4.5
2024-12-05,5,20,1327,15,75,16,2113,102,,,4.5
2024-12-06,5,19,1238,14,75,15,2137,102,,,4.5
2024-12-07,4,17,1133,13,75,14,2137,102,,,3.6
2024-12-08,4,18,1190,14,75,15,2125,102,,,3.6
2024-12-09,5,19,1337,14,73,15,2137,102,,,4.5
2024-12-10,5,19,1311,14,73,15,2137,102,,,4.5
2024-12-11,5,18,1233,13,73,14,2125,102,,,4.5
2024-12-12,4,17,1189,13,73,14,2125,101,,,3.6
2024-12-13,5,19,1311,14,73,15,2113,101,,,4.5
2024-12-14,5,20,1434,15,73,16,2125,101,,,4.5
2024-12-15,5,20,1434,15,73,16,2113,101,,,4.5
2024-12-16,5,20,1434,15,73,16,2113,101,,,4.5
2024-12-17,4,17,1189,13,73,14,2125,101,,,3.6
2024-12-18,5,18,1268,13,73,15,2113,101,,,4.5
2024-12-19,5,20,1434,15,73,16,2113,101,,,4.5
2024-12-20,5,20,1390,15,73,16,2125,101,,,4.5
2024-12-21,5,20,1259,15,76,16,2125,101,,,4.5
2024-12-22,4,18,1119,14,76,14,2113,101,,,3.6
2024-12-23,4,18,1150,14,76,15,2101,101,,,3.6
2024-12-24,5,22,1352,17,76,17,2113,101,,,4.5
2024-12-25,5,20,1274,16,76,16,2113,101,,,4.5
2024-12-26,4,19,1166,14,76,15,2113,101,,,3.6
2024-12-27,5,20,1228,15,76,16,2125,101,,,4.5
2024-12-28,4,19,1204,15,76,16,2101,101,,,3.6
2024-12-29,5,20,1274,16,76,16,2125,101,,,4.5
2024-12-30,5,20,1274,16,76,16,2113,101,,,4.5
2024-12-31,5,20,1243,15,76,16,2137,101,,,4.5
2025-01-01,5,20,1450,15,72,16,2113,101,,,4.5
2025-01-02,6,20,1478,15,72,16,2125,101,,,5.4
2025-01-03,6,20,1478,15,72,16,2113,101,,,5.4
2025-01-04,4,15,1088,11,72,12,2113,101,,,3.6
2025-01-05,5,19,1408,13,71,15,2113,101,,,4.5
2025-01-06,6,20,1540,15,71,16,2113,101,,,5.4
2025-01-07,5,19,1437,14,71,15,2113,100,,,4.5
2025-01-08,5,19,1437,14,71,15,2113,100,,,4.5
2025-01-09,5,19,1446,14,71,15,2101,100,,,4.5
2025-01-10,6,20,1521,15,71,16,2113,100,,,5.4
2025-01-11,5,20,1474,14,71,16,2137,100,,,4.5
2025-01-12,5,18,1399,13,70,14,2137,100,,,4.5
2025-01-13,5,18,1408,13,70,15,2113,100,,,4.5
2025-01-14,6,20,1593,15,70,16,2101,100,,,5.4
2025-01-15,6,20,1593,15,70,16,2113,100,,,5.4
2025-01-16,6,20,1583,14,70,16,2125,100,,,5.4
2025-01-17,6,20,1573,14,70,16,2125,100,,,5.4
2025-01-18,5,18,1418,13,70,15,2125,100,,,4.5
